predict,p0,p1
0,0.9594541820082866,0.0405458179917134
0,0.625401159904397,0.3745988400956029
0,0.9779865365728094,0.0220134634271906
0,0.7381326279235239,0.2618673720764761
0,0.9404860488969744,0.0595139511030256
0,0.8552288111624803,0.1447711888375197
0,0.8095962461476365,0.1904037538523635
0,0.6953553187127687,0.3046446812872313
0,0.877542046157061,0.1224579538429389
0,0.851568217002473,0.148431782997527
0,0.9706536348183308,0.0293463651816692
0,0.9269931557373154,0.0730068442626845
0,0.9069505016879532,0.0930494983120467
0,0.9529786538547368,0.0470213461452633
0,0.9331316565161256,0.0668683434838743
0,0.9253814363440912,0.0746185636559088
0,0.927928263473248,0.0720717365267521
0,0.9308929766212936,0.0691070233787063
0,0.9425595058254024,0.0574404941745975
0,0.5440700760636339,0.4559299239363661
0,0.9498227357502111,0.0501772642497889
0,0.943934507367656,0.056065492632344
0,0.983649027266416,0.0163509727335841
0,0.9322904681069846,0.0677095318930153
0,0.7729832153590297,0.2270167846409703
0,0.876653227598128,0.1233467724018719
0,0.6278842036042684,0.3721157963957315
0,0.9569527032500416,0.0430472967499584
0,0.9310619276195876,0.0689380723804122
0,0.942642614947,0.057357385053
0,0.9544156599527556,0.0455843400472443
0,0.5465166519059105,0.4534833480940895
1,0.3824469647934677,0.6175530352065323
0,0.9093881536447248,0.0906118463552751
0,0.9365189883176376,0.0634810116823624
0,0.7067814681857117,0.2932185318142882
0,0.7149210534162909,0.2850789465837091
0,0.8878681565708834,0.1121318434291166
0,0.9726442485382264,0.0273557514617737
0,0.9281904161758668,0.0718095838241332
0,0.9720175261161834,0.0279824738838165
0,0.7382762990127942,0.2617237009872057
0,0.9712545649075872,0.0287454350924129
1,0.2480789088277271,0.7519210911722729
0,0.9633373124470102,0.0366626875529898
0,0.9727563987439672,0.0272436012560328
1,0.1288592919641829,0.8711407080358171
0,0.9252234186013556,0.0747765813986443
1,0.0426338247375123,0.9573661752624876
0,0.9408916717625436,0.0591083282374565
0,0.89219486624242,0.10780513375758
0,0.9120070998571348,0.0879929001428652
1,0.0123235504036943,0.9876764495963056
0,0.8893902669014463,0.1106097330985537
0,0.9728898262219884,0.0271101737780115
0,0.9533450630520444,0.0466549369479555
0,0.9586448498313715,0.0413551501686283
0,0.7189079968070293,0.2810920031929706
0,0.9431683784799156,0.0568316215200843
1,0.1893533803109593,0.8106466196890406
0,0.9818823337649698,0.0181176662350301
0,0.9244725801656016,0.0755274198343982
0,0.9766898989386872,0.0233101010613126
0,0.7255924416238264,0.2744075583761735
0,0.9809644493999404,0.0190355506000595
0,0.9167666220404156,0.0832333779595844
0,0.9662674191636872,0.0337325808363127
1,0.0370307411633352,0.9629692588366648
1,0.0316946097043742,0.9683053902956258
0,0.9494400280210706,0.0505599719789293
1,0.3265485152325561,0.6734514847674439
0,0.875386654296465,0.124613345703535
0,0.9426646437352972,0.0573353562647026
1,0.4392910818434999,0.5607089181565
0,0.951855029613942,0.0481449703860581
0,0.5540492222604387,0.4459507777395613
0,0.9408938201725384,0.0591061798274616
0,0.9264638524160324,0.0735361475839675
0,0.7979258786748,0.2020741213251999
0,0.9616832943460112,0.0383167056539889
0,0.947856346641118,0.052143653358882
0,0.9413714293299904,0.0586285706700095
1,0.1581180035997479,0.8418819964002521
0,0.9532466211724996,0.0467533788275003
0,0.98250033666713,0.0174996633328701
1,0.0646739183792535,0.9353260816207464
0,0.9628976304673896,0.0371023695326102
0,0.951424681571641,0.0485753184283591
1,0.0360950317514182,0.9639049682485816
0,0.9435201244911392,0.0564798755088606
0,0.9521101487225008,0.0478898512774991
0,0.8511660072656231,0.1488339927343769
0,0.98285154091655,0.0171484590834498
0,0.9317134545590534,0.0682865454409465
0,0.8937085258475174,0.1062914741524826
0,0.9629558278642232,0.0370441721357767
0,0.978070463731036,0.021929536268964
0,0.9252588026980054,0.0747411973019945
0,0.9808638166231272,0.0191361833768726
0,0.949458941375923,0.050541058624077
0,0.5382209232730093,0.4617790767269906
0,0.8942607808590375,0.1057392191409624
0,0.9134230338285032,0.0865769661714968
0,0.9584989292399833,0.0415010707600167
0,0.9591153436482402,0.0408846563517597
1,0.0346955338755601,0.96530446612444
0,0.9301812438757284,0.0698187561242715
0,0.9809956574639896,0.0190043425360103
0,0.9165795876542648,0.0834204123457352
0,0.936228989528714,0.063771010471286
0,0.6931496248901605,0.3068503751098395
0,0.9732970872562304,0.0267029127437696
1,0.0535170966661885,0.9464829033338116
0,0.5908925758617163,0.4091074241382836
0,0.9458058579263364,0.0541941420736635
0,0.9696699637983194,0.0303300362016805
1,0.3918639540637848,0.6081360459362152
1,0.0221668688941849,0.977833131105815
0,0.8549657825065112,0.1450342174934887
0,0.8214203048693776,0.1785796951306225
0,0.9808571196895168,0.0191428803104832
0,0.921689818109729,0.0783101818902709
0,0.9763493267635064,0.0236506732364936
1,0.2832507166263872,0.7167492833736128
0,0.9006022197489064,0.0993977802510935
0,0.8608406115771976,0.1391593884228024
0,0.964130045237368,0.0358699547626319
