predict,p0,p1
1,0.4119119341235177,0.5880880658764823
0,0.7950732316607106,0.2049267683392893
1,0.2562794717042539,0.7437205282957461
1,0.2740996930741994,0.7259003069258005
1,0.5701668900815857,0.4298331099184143
0,0.9205183004260958,0.0794816995739041
0,0.7434305437814743,0.2565694562185256
1,0.4857737215655117,0.5142262784344883
1,0.4440430978081277,0.5559569021918723
0,0.6772645360622849,0.3227354639377152
1,0.6021081165698403,0.3978918834301597
0,0.8776743347622458,0.1223256652377542
1,0.3552558979934896,0.6447441020065103
0,0.7640063323902956,0.2359936676097044
1,0.4268118345480209,0.573188165451979
1,0.4143419263978456,0.5856580736021544
0,0.708119735419535,0.2918802645804649
0,0.8300017098979253,0.1699982901020746
0,0.7394358218932523,0.2605641781067477
1,0.3108383898395368,0.6891616101604632
0,0.8390292500890502,0.1609707499109498
0,0.8785130322283762,0.1214869677716238
1,0.204395508022509,0.795604491977491
0,0.7092774545402878,0.2907225454597122
1,0.6124966097161955,0.3875033902838045
1,0.3042059218036619,0.6957940781963381
1,0.4692374411050873,0.5307625588949126
1,0.5513761923703852,0.4486238076296148
0,0.6961017428203735,0.3038982571796265
1,0.3065813120662445,0.6934186879337555
1,0.3878618808770815,0.6121381191229185
1,0.5294033862549226,0.4705966137450775
0,0.7465765946211005,0.2534234053788995
1,0.6043989766733214,0.3956010233266785
1,0.0696755037544009,0.9303244962455992
1,0.2173255592100964,0.7826744407899036
1,0.6341235004618502,0.3658764995381499
1,0.4712926247864897,0.5287073752135103
0,0.8594402161321693,0.1405597838678307
1,0.4063877867356468,0.5936122132643532
1,0.5827123693360131,0.4172876306639869
1,0.6140345496970943,0.3859654503029057
0,0.6688036887978148,0.3311963112021852
1,0.1242380824653706,0.8757619175346294
0,0.7690365975879925,0.2309634024120075
1,0.4455903628538674,0.5544096371461326
1,0.3440676370578839,0.6559323629421161
1,0.398513678833716,0.601486321166284
1,0.5775667311283434,0.4224332688716566
0,0.8391017219569484,0.1608982780430515
1,0.5816741859264154,0.4183258140735845
1,0.6195706896898042,0.3804293103101958
0,0.7659679551809611,0.2340320448190389
0,0.9146350451448338,0.0853649548551661
1,0.54160182978408,0.45839817021592
0,0.7553106130856887,0.2446893869143113
0,0.6933651834842378,0.3066348165157622
1,0.268284726387223,0.731715273612777
0,0.858750957437732,0.141249042562268
1,0.5320345512543603,0.4679654487456396
1,0.4817133773555078,0.5182866226444922
0,0.8135377451644301,0.1864622548355699
1,0.6534742888113843,0.3465257111886157
1,0.5199041266407045,0.4800958733592955
0,0.7901077667666647,0.2098922332333352
0,0.7455317748945015,0.2544682251054985
1,0.2995648655298843,0.7004351344701156
1,0.5465741330873504,0.4534258669126496
1,0.443891884692239,0.5561081153077609
1,0.4183504979138648,0.5816495020861352
1,0.465814375898357,0.5341856241016429
0,0.846657680586606,0.153342319413394
1,0.4149186389361853,0.5850813610638147
1,0.2956932011916067,0.7043067988083933
1,0.5804489163524944,0.4195510836475056
1,0.6116459983099441,0.3883540016900558
1,0.5261219236553946,0.4738780763446054
1,0.5950524644982853,0.4049475355017147
1,0.2576202852040614,0.7423797147959386
1,0.3402599674375336,0.6597400325624664
1,0.6127327749215608,0.3872672250784392
0,0.8500572209934801,0.1499427790065198
0,0.7724340992633612,0.2275659007366388
0,0.9100944071286404,0.0899055928713594
0,0.8530149637821391,0.1469850362178608
1,0.5059719494642584,0.4940280505357416
0,0.8755334488713264,0.1244665511286735
1,0.1738082174171215,0.8261917825828785
1,0.5742222994654891,0.4257777005345109
0,0.6883438318828587,0.3116561681171412
1,0.5123777792735882,0.4876222207264117
0,0.7746387579789672,0.2253612420210328
1,0.4448804677593381,0.5551195322406619
1,0.4096828489835438,0.5903171510164562
0,0.7661262911997909,0.233873708800209
1,0.4691446058737153,0.5308553941262847
1,0.4708615719825008,0.5291384280174992
1,0.5143533943650005,0.4856466056349995
1,0.6074536131961421,0.3925463868038579
0,0.91868549672843,0.0813145032715701
1,0.4642117313832483,0.5357882686167517
1,0.584563290433314,0.415436709566686
1,0.4064815353613894,0.5935184646386106
0,0.9999942849368684,5.715063131718318e-06
0,0.7144250833482045,0.2855749166517954
1,0.2845515224267471,0.7154484775732529
1,0.534965313392167,0.4650346866078329
0,0.8176045573061387,0.1823954426938613
1,0.150612277368169,0.8493877226318309
1,0.2543278851455844,0.7456721148544155
1,0.4831645591109408,0.5168354408890592
1,0.5023636317949718,0.4976363682050282
1,0.5555249492156116,0.4444750507843885
1,0.1765969949346576,0.8234030050653424
1,0.2185076427758856,0.7814923572241144
0,0.9165184828747824,0.0834815171252175
1,0.6180739963521469,0.381926003647853
1,0.3612817017905715,0.6387182982094285
1,0.2074638944987785,0.7925361055012214
1,0.4355811866943695,0.5644188133056305
1,0.6561424511446835,0.3438575488553165
0,0.8059083621184648,0.1940916378815352
1,0.4950100914176966,0.5049899085823034
1,0.5711189807519177,0.4288810192480823
1,0.5250652957375923,0.4749347042624076
1,0.4502370252031019,0.5497629747968981
0,0.8268147624533835,0.1731852375466164
1,0.5060888612079739,0.493911138792026
0,0.8550747577763614,0.1449252422236385
0,0.8399728829241603,0.1600271170758397
0,0.7223042474635986,0.2776957525364014
0,0.8068777745234692,0.1931222254765307
1,0.5433118455812251,0.4566881544187748
1,0.551064400292557,0.448935599707443
0,0.684230999080611,0.315769000919389
1,0.378450093616771,0.6215499063832289
1,0.2311072876315972,0.7688927123684027
1,0.3444294211605839,0.655570578839416
1,0.4173904467932595,0.5826095532067405
1,0.6005610980315041,0.3994389019684958
1,0.5697844326983948,0.4302155673016051
0,0.8057799482594904,0.1942200517405096
1,0.5409554850062013,0.4590445149937987
0,0.9549911945071536,0.0450088054928464
1,0.2482719890932065,0.7517280109067934
1,0.3527508718206766,0.6472491281793233
0,0.7041676955589583,0.2958323044410417
0,0.7766765965302415,0.2233234034697585
1,0.4009103960993736,0.5990896039006264
0,0.6652500944935704,0.3347499055064295
1,0.3705861916015289,0.629413808398471
1,0.648584493979034,0.351415506020966
1,0.5516532123641376,0.4483467876358624
0,0.97477695495362,0.0252230450463801
1,0.2580513340795609,0.7419486659204391
1,0.4184517756276517,0.5815482243723483
1,0.5574732088191343,0.4425267911808657
