predict,p0,p1
0,0.8972272830298753,0.1027727169701247
0,0.843849557122479,0.156150442877521
1,0.5456634812685571,0.4543365187314429
0,0.8859354359649889,0.1140645640350111
0,0.7126386872523132,0.2873613127476869
0,0.9055185178706668,0.0944814821293331
0,0.8285099354910967,0.1714900645089032
0,0.8004876074702085,0.1995123925297914
1,0.5057502627217638,0.4942497372782361
0,0.8104220392870529,0.189577960712947
0,0.8323159689718933,0.1676840310281067
0,0.9178133881087532,0.0821866118912468
0,0.8484589772514374,0.1515410227485626
0,0.9333128004437036,0.0666871995562964
0,0.6407628142442328,0.3592371857557672
0,0.8113707961315456,0.1886292038684544
0,0.8496586071111051,0.1503413928888949
0,0.7591718286665483,0.2408281713334517
0,0.6290967161475165,0.3709032838524834
1,0.524370858024968,0.475629141975032
0,0.7696749687312201,0.2303250312687799
0,0.83784219258511,0.16215780741489
1,0.1530538924860814,0.8469461075139185
0,0.7941802399162363,0.2058197600837637
0,0.8601457234840584,0.1398542765159415
0,0.8505177491707012,0.1494822508292988
0,0.8699002009048652,0.1300997990951347
0,0.6442501913386081,0.355749808661392
0,0.852549014925837,0.1474509850741629
0,0.8813609771262841,0.1186390228737158
1,0.4853763601722726,0.5146236398277274
0,0.7678717025250504,0.2321282974749495
0,0.8859730385246009,0.1140269614753991
0,0.6175333428437477,0.3824666571562523
0,0.647546463032961,0.352453536967039
0,0.8962863033324235,0.1037136966675765
1,0.0719446880520715,0.9280553119479285
0,0.72414505049636,0.27585494950364
0,0.8321288821450589,0.1678711178549411
1,0.2913012633512226,0.7086987366487774
0,0.9065861243436986,0.0934138756563014
0,0.8941306944588974,0.1058693055411025
0,0.763626940854232,0.2363730591457679
0,0.8847190064182627,0.1152809935817373
0,0.8449706491899525,0.1550293508100475
0,0.6533626843902638,0.3466373156097362
0,0.8771738407890154,0.1228261592109845
1,0.4124102031440082,0.5875897968559918
0,0.9371943302815996,0.0628056697184005
0,0.9262938214108372,0.0737061785891627
1,0.3084943544289994,0.6915056455710006
1,0.1650431336474316,0.8349568663525684
0,0.912398217969708,0.0876017820302918
0,0.9055509896951264,0.0944490103048735
0,0.9159052104439788,0.0840947895560213
0,0.9169613991993156,0.0830386008006842
1,0.0537252622685726,0.9462747377314272
0,0.63138881563482,0.36861118436518
1,0.1206277679824416,0.8793722320175583
0,0.8032764278046259,0.196723572195374
1,0.3948974830016645,0.6051025169983355
0,0.8068992017191765,0.1931007982808235
1,0.2477832605416212,0.7522167394583787
1,0.4821469595218519,0.5178530404781481
0,0.6405766865984781,0.3594233134015218
0,0.9052163946664404,0.0947836053335597
0,0.9101864926289304,0.0898135073710695
1,0.4894865939803873,0.5105134060196127
0,0.77038163445917,0.22961836554083
0,0.8705070850845269,0.129492914915473
1,0.14067710036403,0.85932289963597
0,0.9198593215861882,0.0801406784138118
0,0.9301011989170234,0.0698988010829766
0,0.9230327903046104,0.0769672096953897
1,0.1946351212662097,0.8053648787337903
0,0.7477505088757801,0.2522494911242198
0,0.7979419377486592,0.2020580622513408
0,0.940573262390392,0.0594267376096078
1,0.1193156814984039,0.880684318501596
1,0.1649519833806754,0.8350480166193246
0,0.9198659866460708,0.0801340133539292
0,0.8451750143647105,0.1548249856352894
0,0.6952975985163068,0.3047024014836931
0,0.7773652168389226,0.2226347831610774
0,0.9226099562489511,0.0773900437510488
0,0.7995458028169774,0.2004541971830226
1,0.5788168841185501,0.4211831158814498
1,0.1085781803883434,0.8914218196116566
0,0.8752842359282508,0.1247157640717492
0,0.6957760996535429,0.3042239003464571
0,0.6600879942013844,0.3399120057986156
0,0.8925724392654112,0.1074275607345888
0,0.8117401950578642,0.1882598049421357
1,0.0519020374825921,0.948097962517408
0,0.6339909899052801,0.3660090100947198
0,0.7677181408883744,0.2322818591116255
1,0.2357885759117607,0.7642114240882393
0,0.7024386826930287,0.2975613173069714
1,0.523247947495052,0.476752052504948
0,0.9239438339001222,0.0760561660998777
1,0.2234622966784604,0.7765377033215396
0,0.921994233294981,0.078005766705019
0,0.6723126927355658,0.3276873072644341
0,0.9288644466760518,0.0711355533239481
1,0.2410114264871286,0.7589885735128714
0,0.7510783423545309,0.248921657645469
1,0.6085095491506944,0.3914904508493056
0,0.6873410225789879,0.3126589774210121
0,0.8812339114648344,0.1187660885351655
0,0.6274949205422397,0.3725050794577603
0,0.9147556455810204,0.0852443544189794
1,0.4366637872141377,0.5633362127858623
0,0.644293014333196,0.355706985666804
0,0.7685826704045038,0.2314173295954962
1,0.2441176120841344,0.7558823879158656
0,0.8131808301896899,0.18681916981031
1,0.2329063658573354,0.7670936341426645
0,0.6806174814813855,0.3193825185186145
1,0.0626952065961964,0.9373047934038036
0,0.9007477724136914,0.0992522275863086
0,0.8164646801326867,0.1835353198673132
0,0.8983970843643896,0.1016029156356104
1,0.3563078092811266,0.6436921907188734
0,0.7472189888155879,0.2527810111844121
1,0.1333918627158486,0.8666081372841513
1,0.2622500468201406,0.7377499531798594
0,0.9483192166988408,0.0516807833011593
0,0.8863388676752492,0.1136611323247508
0,0.8212759766505426,0.1787240233494573
0,0.940942710777479,0.059057289222521
1,0.1165178482578525,0.8834821517421475
0,0.9266700999827596,0.0733299000172402
0,0.8788095693472658,0.1211904306527341
0,0.902092765812029,0.097907234187971
1,0.5439680706183876,0.4560319293816124
1,0.5266503602522333,0.4733496397477666
0,0.6327365097383639,0.367263490261636
1,0.1155546732542134,0.8844453267457866
1,0.4827885472683181,0.5172114527316819
0,0.7286200449332457,0.2713799550667543
0,0.8264078897000693,0.1735921102999307
0,0.9218625588605542,0.0781374411394457
0,0.7916938709570188,0.2083061290429811
0,0.931783213790561,0.068216786209439
1,0.5559973410841761,0.4440026589158238
0,0.7237889006606928,0.2762110993393071
1,0.0869139845518452,0.9130860154481548
0,0.9156454570199792,0.0843545429800207
0,0.8926813088953975,0.1073186911046025
0,0.8919808740367166,0.1080191259632834
1,0.1371447469069527,0.8628552530930472
0,0.6419800339277877,0.3580199660722123
1,0.4664319705200593,0.5335680294799406
0,0.8670473932887097,0.1329526067112902
